Primary_Accession,Domain,Color,Darkness,Disorder,Compositional_Bias,Transmembrane,Length,Evolutionary_Re-use,Interactions,Coding_Potential
Q9BYQ8,Eukaryota,Dark,100%,0%,0%,0%,210,18,0,3.2
Q6L8H4,Eukaryota,Dark,100%,0%,0%,0%,278,10,0,1.01
Q701N4,Eukaryota,Dark,100%,0%,0%,0%,177,7,0,0.81
Q6L8H2,Eukaryota,Dark,100%,0%,0%,0%,238,10,2,1.48
Q6L8H1,Eukaryota,Dark,100%,0%,0%,0%,288,8,2,1.24
Q701N2,Eukaryota,Dark,100%,0%,0%,0%,237,10,0,1.07
Q6L8G9,Eukaryota,Dark,100%,0%,0%,0%,129,4,0,0.45
Q6L8G8,Eukaryota,Dark,100%,0%,0%,0%,165,7,0,0.49
O75690,Eukaryota,Dark,100%,0%,0%,0%,187,11,0,0.93
P26371,Eukaryota,Dark,100%,0%,0%,0%,169,11,0,0.79
Q3LI64,Eukaryota,Dark,100%,0%,0%,0%,71,14,4,-0.21
Q3LI66,Eukaryota,Dark,100%,0%,0%,0%,62,13,0,-0.63
Q3LI67,Eukaryota,Dark,100%,0%,0%,0%,103,11,0,0.21
Q8IUC3,Eukaryota,Dark,100%,0%,0%,0%,87,2,0,1.11
Q8IUC2,Eukaryota,Dark,100%,0%,0%,0%,63,2,0,0.63
A8MXZ3,Eukaryota,Dark,100%,0%,0%,0%,250,14,2,2.23
Q9BYQ4,Eukaryota,Dark,100%,0%,0%,0%,174,11,0,0.94
Q9BYQ3,Eukaryota,Dark,100%,0%,0%,0%,159,10,0,0.12
Q9BYQ2,Eukaryota,Dark,100%,0%,0%,0%,154,10,0,1
A8MVA2,Eukaryota,Dark,100%,0%,0%,0%,160,10,0,2.71
A8MTY7,Eukaryota,Dark,100%,0%,0%,0%,169,12,0,1.83
Q9BYQ0,Eukaryota,Dark,100%,0%,0%,0%,159,10,0,1.62
Q9BYP9,Eukaryota,Dark,100%,0%,0%,0%,154,10,0,1.75
A5PL33,Eukaryota,Dark,100%,91%,28%,0%,1030,19,2,16.01
Q6ZNG9,Eukaryota,Non-dark,52%,15%,0%,0%,492,3325,2,6.07
C9JBD0,Eukaryota,Dark,100%,0%,0%,0%,128,627,0,0.67
Q5JUW0,Eukaryota,Dark,100%,3%,0%,0%,171,586,10,2.73
Q9NPI7,Eukaryota,Dark,100%,50%,33%,0%,259,12,0,3.83
Q96MU8,Eukaryota,Non-dark,24%,8%,0%,4%,473,1107,12,4.86
Q8NCW0,Eukaryota,Non-dark,35%,15%,0%,5%,462,1106,20,8.12
Q8N9T8,Eukaryota,Dark,100%,64%,46%,0%,703,109,100,11.74
Q107X0,Eukaryota,Dark,100%,94%,78%,0%,134,2,0,4.27
O00522,Eukaryota,Non-dark,1%,4%,0%,0%,736,5796,24,7.05
Q13601,Eukaryota,Non-dark,57%,39%,35%,0%,381,107,94,8.05
O76011,Eukaryota,Non-dark,32%,3%,0%,0%,436,503,0,9.43
Q92764,Eukaryota,Non-dark,35%,3%,2%,0%,455,504,0,9.98
O76013,Eukaryota,Non-dark,37%,4%,0%,0%,467,510,2,10.22
O76014,Eukaryota,Non-dark,34%,5%,0%,0%,449,505,0,8.56
O76015,Eukaryota,Non-dark,35%,2%,0%,0%,456,504,0,8.36
Q14533,Eukaryota,Non-dark,51%,0%,0%,0%,505,526,0,10.79
Q9NSB4,Eukaryota,Non-dark,52%,3%,0%,0%,513,528,0,9.81
P78385,Eukaryota,Non-dark,40%,0%,0%,0%,493,526,0,10.77
Q9NSB2,Eukaryota,Non-dark,51%,1%,0%,0%,600,518,0,11.47
P78386,Eukaryota,Non-dark,51%,0%,0%,0%,507,528,2,11.26
O43790,Eukaryota,Non-dark,39%,0%,0%,0%,486,526,0,10.71
Q15418,Eukaryota,Non-dark,8%,11%,0%,0%,735,6329,50,10.2
Q15349,Eukaryota,Non-dark,13%,5%,0%,0%,733,6376,94,8.57
P51812,Eukaryota,Non-dark,7%,9%,0%,0%,740,6326,46,7.76
O75676,Eukaryota,Non-dark,15%,17%,0%,0%,772,6289,78,8.6
O75582,Eukaryota,Non-dark,13%,14%,0%,0%,802,6154,68,6.8
Q9UK32,Eukaryota,Non-dark,17%,10%,0%,0%,745,6414,102,8.77
P23443,Eukaryota,Non-dark,32%,28%,0%,0%,525,9985,50,6.85
Q9UBS0,Eukaryota,Non-dark,29%,28%,15%,0%,482,9985,44,8.29
Q96S38,Eukaryota,Non-dark,66%,27%,0%,0%,1066,9963,40,9.98
Q8IVT5,Eukaryota,Dark,100%,33%,1%,0%,921,NA,76,10.75
Q6VAB6,Eukaryota,Non-dark,47%,33%,16%,0%,950,9971,6,10.96
P43405,Eukaryota,Non-dark,0%,12%,0%,0%,635,9958,82,6.71
Q8N1A0,Eukaryota,Non-dark,50%,10%,0%,0%,295,315,0,2.63
O76009,Eukaryota,Non-dark,26%,2%,0%,0%,404,505,2,9.35
Q14525,Eukaryota,Non-dark,26%,2%,0%,0%,404,505,0,9.38
Q9HA64,Eukaryota,Non-dark,5%,7%,0%,0%,309,188,0,4.38
Q8N6L1,Eukaryota,Dark,100%,1%,0%,53%,136,24,12,2.4
Q86SY8,Eukaryota,Dark,100%,0%,0%,0%,53,3,0,3.16
Q9H079,Eukaryota,Dark,100%,23%,0%,0%,304,50,0,5.62
P60985,Eukaryota,Dark,100%,10%,0%,0%,99,5,0,1.96
P23919,Eukaryota,Non-dark,0%,0%,0%,0%,212,372,68,4.54
Q96EK9,Eukaryota,Non-dark,31%,29%,0%,0%,354,181,48,3.74
Q86UP2,Eukaryota,Dark,100%,39%,0%,2%,1357,48,12,19.73
O75449,Eukaryota,Non-dark,25%,26%,0%,0%,491,2941,8,5.74
Q9BVA0,Eukaryota,Non-dark,52%,24%,0%,0%,655,5386,6,7.42
Q9NVR5,Eukaryota,Non-dark,83%,47%,0%,0%,837,139,30,11.16
P01593,Eukaryota,Non-dark,2%,4%,0%,0%,108,401,0,NA
P01594,Eukaryota,Non-dark,0%,1%,0%,0%,108,399,0,NA
P01595,Eukaryota,Non-dark,1%,6%,0%,0%,108,407,0,NA
P01596,Eukaryota,Non-dark,2%,1%,0%,0%,107,398,0,NA
P01597,Eukaryota,Non-dark,2%,0%,0%,0%,108,398,0,NA
P01598,Eukaryota,Non-dark,2%,3%,0%,0%,108,409,0,NA
P01599,Eukaryota,Non-dark,1%,10%,0%,0%,108,403,0,NA
P01600,Eukaryota,Non-dark,0%,6%,0%,0%,108,405,6,NA
P01601,Eukaryota,Non-dark,16%,0%,0%,0%,117,372,0,2.48
P01602,Eukaryota,Non-dark,16%,1%,0%,0%,117,369,0,2.64
P01603,Eukaryota,Non-dark,1%,0%,0%,0%,108,407,0,NA
P01604,Eukaryota,Non-dark,1%,16%,0%,0%,108,405,0,NA
P01605,Eukaryota,Non-dark,2%,7%,0%,0%,108,403,0,NA
P01606,Eukaryota,Non-dark,1%,0%,0%,0%,108,400,0,NA
P01607,Eukaryota,Non-dark,1%,1%,0%,0%,108,404,0,NA
P01608,Eukaryota,Non-dark,2%,1%,0%,0%,108,402,0,NA
P01609,Eukaryota,Non-dark,2%,20%,0%,0%,108,407,0,NA
P01610,Eukaryota,Non-dark,2%,5%,0%,0%,108,409,0,NA
P01611,Eukaryota,Non-dark,3%,6%,0%,0%,108,409,0,NA
P01612,Eukaryota,Non-dark,2%,7%,0%,0%,109,402,0,NA
P01613,Eukaryota,Non-dark,3%,1%,0%,0%,112,392,0,NA
P04430,Eukaryota,Non-dark,2%,1%,0%,0%,108,410,0,NA
P04431,Eukaryota,Non-dark,13%,0%,0%,0%,129,409,26,2.45
P04432,Eukaryota,Non-dark,13%,0%,0%,0%,129,401,0,2.4
P80362,Eukaryota,Non-dark,0%,2%,0%,0%,108,409,0,NA
P01614,Eukaryota,Non-dark,3%,7%,0%,0%,115,396,0,NA
P01615,Eukaryota,Non-dark,2%,0%,0%,0%,113,394,0,NA
P01616,Eukaryota,Non-dark,4%,0%,0%,0%,112,399,0,NA
P01617,Eukaryota,Non-dark,2%,2%,0%,0%,113,400,0,NA
P06309,Eukaryota,Non-dark,1%,17%,0%,0%,117,392,0,NA
P06310,Eukaryota,Non-dark,12%,5%,0%,0%,133,396,4,2.28
P01619,Eukaryota,Non-dark,1%,0%,0%,0%,108,396,0,NA
P01620,Eukaryota,Non-dark,1%,8%,0%,0%,109,405,0,NA
P01621,Eukaryota,Non-dark,6%,4%,0%,0%,100,363,0,NA
P01622,Eukaryota,Non-dark,0%,5%,0%,0%,109,407,0,NA
P01623,Eukaryota,Non-dark,0%,2%,0%,0%,109,403,0,NA
P01624,Eukaryota,Non-dark,1%,2%,0%,0%,109,408,0,NA
P04206,Eukaryota,Non-dark,1%,6%,0%,0%,109,403,0,NA
P04207,Eukaryota,Non-dark,12%,3%,0%,0%,129,389,0,2.39
P04433,Eukaryota,Non-dark,14%,1%,0%,0%,115,370,4,2.38
P04434,Eukaryota,Non-dark,15%,6%,0%,0%,116,369,0,NA
P06311,Eukaryota,Non-dark,13%,5%,0%,0%,128,387,0,-1.16
P18135,Eukaryota,Non-dark,12%,9%,0%,0%,129,388,0,NA
P18136,Eukaryota,Non-dark,12%,2%,0%,0%,129,389,0,2.18
P06312,Eukaryota,Non-dark,18%,1%,0%,0%,121,368,8,2.36
P01625,Eukaryota,Non-dark,0%,3%,0%,0%,114,395,8,NA
P06313,Eukaryota,Non-dark,12%,1%,0%,0%,133,399,8,2.67
P06314,Eukaryota,Non-dark,13%,1%,0%,0%,134,400,8,2.65
P83593,Eukaryota,Non-dark,1%,3%,0%,0%,109,374,8,NA
P06315,Eukaryota,Non-dark,16%,3%,0%,0%,115,370,0,1.97
Q9BQD3,Eukaryota,Dark,100%,47%,0%,0%,176,44,0,3.79
Q16719,Eukaryota,Non-dark,0%,1%,0%,0%,465,875,50,6.18
Q8NBH2,Eukaryota,Non-dark,59%,15%,0%,0%,561,380,6,10.06
Q9UNZ5,Eukaryota,Dark,100%,95%,0%,0%,99,20,0,1.04
Q969J3,Eukaryota,Dark,100%,29%,0%,0%,196,31,2,4.3
P32004,Eukaryota,Non-dark,15%,17%,0%,2%,1257,4025,28,14.96
Q15334,Eukaryota,Non-dark,22%,14%,0%,0%,1064,2086,38,12.89
Q6P1M3,Eukaryota,Non-dark,19%,15%,0%,0%,1020,4420,12,10.59
Q9H9P8,Eukaryota,Non-dark,17%,0%,0%,0%,463,817,72,5.18
A6NMS7,Eukaryota,Non-dark,80%,63%,0%,1%,1700,2236,0,14.08
A6NM11,Eukaryota,Non-dark,79%,63%,0%,1%,1700,2232,0,13.58
O60309,Eukaryota,Non-dark,79%,65%,0%,1%,1634,2257,0,13.04
Q49AS3,Eukaryota,Dark,100%,8%,0%,0%,106,44,0,1.8
Q9Y6C7,Eukaryota,Dark,100%,0%,0%,0%,94,1,0,3.15
Q6ZP29,Eukaryota,Dark,100%,0%,0%,51%,291,163,0,4.65
P0CG04,Eukaryota,Non-dark,0%,39%,0%,0%,106,355,38,3.08
P0CG05,Eukaryota,Non-dark,0%,37%,0%,0%,106,357,34,2.66
P0CG06,Eukaryota,Non-dark,0%,39%,0%,0%,106,359,2,2.65
P0CF74,Eukaryota,Non-dark,4%,38%,0%,0%,106,357,0,2.74
A0M8Q6,Eukaryota,Non-dark,5%,31%,0%,0%,106,357,6,2.45
Q53H82,Eukaryota,Non-dark,0%,1%,0%,0%,288,1143,0,3.45
Q8IV20,Eukaryota,Non-dark,43%,0%,0%,0%,430,177,2,4.47
Q8WV93,Eukaryota,Non-dark,57%,2%,0%,0%,481,1242,0,4.62
Q9GZZ8,Eukaryota,Dark,100%,54%,0%,0%,138,4,26,1.99
P83111,Eukaryota,Non-dark,31%,13%,0%,0%,547,1697,4,4.99
O00515,Eukaryota,Dark,100%,93%,2%,0%,517,23,4,9.63
P18627,Eukaryota,Non-dark,29%,20%,0%,4%,525,1091,2,10.4
Q14657,Eukaryota,Non-dark,47%,55%,0%,0%,143,60,42,1.18
Q6GTX8,Eukaryota,Non-dark,63%,54%,0%,7%,287,146,16,3.16
Q6ISS4,Eukaryota,Non-dark,30%,33%,0%,0%,152,139,4,1.6
P00709,Eukaryota,Non-dark,0%,0%,0%,0%,142,103,40,2.77
P25391,Eukaryota,Non-dark,64%,3%,0%,0%,3075,971,80,17.86
P24043,Eukaryota,Non-dark,31%,9%,0%,0%,3122,1418,84,17.73
Q16787,Eukaryota,Non-dark,44%,10%,0%,0%,3333,1121,86,16.41
Q16363,Eukaryota,Non-dark,36%,13%,0%,0%,1823,879,82,6.29
O15230,Eukaryota,Non-dark,50%,9%,0%,0%,3695,861,70,27.95
P07942,Eukaryota,Non-dark,41%,13%,0%,0%,1786,617,82,10.36
P55268,Eukaryota,Non-dark,48%,14%,0%,0%,1798,709,66,12.02
Q13751,Eukaryota,Non-dark,53%,12%,0%,0%,1172,883,86,9.03
A4D0S4,Eukaryota,Non-dark,43%,4%,0%,0%,1761,600,62,8.48
P11047,Eukaryota,Non-dark,45%,22%,0%,0%,1609,1435,90,10.84
Q13753,Eukaryota,Non-dark,67%,20%,0%,0%,1193,794,82,7.41
Q9Y6N6,Eukaryota,Non-dark,52%,15%,0%,0%,1575,795,86,12.39
P11279,Eukaryota,Non-dark,27%,11%,0%,6%,417,125,24,6.42
P13473,Eukaryota,Non-dark,27%,7%,0%,6%,410,130,26,6.12
Q9UQV4,Eukaryota,Non-dark,62%,47%,34%,5%,416,117,4,2.27
Q9UJQ1,Eukaryota,Non-dark,45%,2%,0%,8%,280,102,0,6.11
O43813,Eukaryota,Non-dark,0%,1%,0%,0%,399,208,2,6.34
Q9NS86,Eukaryota,Non-dark,10%,4%,0%,0%,450,212,2,6.52
Q6ZV70,Eukaryota,Non-dark,5%,0%,0%,0%,420,215,0,4.71
P42166,Eukaryota,Non-dark,48%,46%,0%,0%,694,53,62,8.31
P42167,Eukaryota,Non-dark,76%,67%,0%,5%,454,55,62,5.35
Q96RT1,Eukaryota,Non-dark,63%,58%,0%,0%,1412,4014,40,9.97
Q15012,Eukaryota,Dark,100%,0%,2%,36%,233,53,4,3.53
Q86VI4,Eukaryota,Dark,100%,31%,0%,23%,370,54,0,3.29
Q13571,Eukaryota,Dark,100%,5%,5%,40%,262,48,46,7.06
Q659C4,Eukaryota,Non-dark,90%,58%,6%,0%,914,368,0,11.29
Q92615,Eukaryota,Non-dark,75%,65%,0%,0%,738,380,6,10.57
Q8N3Y3,Eukaryota,Non-dark,65%,7%,0%,3%,721,571,4,15.11
O95461,Eukaryota,Non-dark,66%,8%,0%,3%,756,570,0,13.33
Q6PKG0,Eukaryota,Non-dark,92%,67%,1%,0%,1096,371,0,13.75
Q71RC2,Eukaryota,Non-dark,76%,59%,0%,0%,724,382,0,10.23
Q9BRS8,Eukaryota,Non-dark,60%,59%,0%,0%,491,394,0,4.31
Q4G0J3,Eukaryota,Non-dark,52%,49%,29%,0%,582,824,40,8.84
Q9Y4W2,Eukaryota,Dark,100%,28%,0%,0%,734,152,110,12.76
Q8IYD9,Eukaryota,Dark,100%,31%,0%,0%,372,20,0,7.99
Q14847,Eukaryota,Non-dark,28%,64%,2%,0%,261,854,10,5.15
Q9GIP4,Eukaryota,Non-dark,29%,6%,0%,35%,190,541,0,3.45
Q8MH63,Eukaryota,Non-dark,37%,7%,0%,37%,180,552,36,3.66
Q01650,Eukaryota,Non-dark,17%,3%,0%,50%,507,1535,36,7.99
Q9UHI5,Eukaryota,Non-dark,22%,11%,0%,47%,535,1526,4,7.55
O75387,Eukaryota,Non-dark,42%,4%,0%,45%,559,286,0,12.66
Q8N370,Eukaryota,Non-dark,38%,4%,1%,45%,569,289,0,11.38
Q86YQ2,Eukaryota,Non-dark,11%,0%,0%,0%,179,15,0,3.61
O95835,Eukaryota,Non-dark,64%,64%,0%,0%,1130,9980,70,9.93
Q9NRM7,Eukaryota,Non-dark,62%,53%,0%,0%,1088,9975,70,13.52
O43561,Eukaryota,Dark,100%,66%,0%,9%,262,11,102,4.59
Q8IWV1,Eukaryota,Dark,100%,42%,0%,5%,398,3,14,6.52
Q6UX15,Eukaryota,Non-dark,66%,16%,0%,6%,382,1011,0,6.94
P05455,Eukaryota,Non-dark,18%,32%,0%,0%,408,604,92,8.79
Q53QV2,Eukaryota,Dark,100%,57%,0%,0%,105,15,0,2.87
Q86UK5,Eukaryota,Dark,100%,12%,0%,2%,1308,15,6,20.05
P18428,Eukaryota,Non-dark,7%,0%,0%,0%,481,169,26,8.15
Q14739,Eukaryota,Non-dark,72%,17%,0%,27%,615,249,30,7.38
P52954,Eukaryota,Non-dark,66%,58%,7%,0%,281,3139,28,3.19
Q6XYB7,Eukaryota,Non-dark,52%,53%,0%,0%,198,3231,0,0.84
Q5VSP4,Eukaryota,Non-dark,11%,11%,0%,0%,162,115,24,NA
Q9Y383,Eukaryota,Dark,100%,53%,38%,0%,392,129,12,4.31
O95232,Eukaryota,Dark,100%,61%,39%,0%,432,130,34,3.52
Q71F78,Eukaryota,Dark,100%,94%,0%,0%,164,3,0,2.84
O95447,Eukaryota,Dark,100%,57%,0%,0%,670,53,2,11.16
Q86VQ0,Eukaryota,Dark,100%,54%,0%,0%,697,52,10,11.75
Q9UIQ6,Eukaryota,Non-dark,16%,5%,0%,2%,1025,951,66,11.01
P04180,Eukaryota,Non-dark,70%,4%,3%,0%,440,242,42,10.24
Q5T7P2,Eukaryota,Dark,100%,0%,98%,0%,110,13,10,-0.19
Q5T7P3,Eukaryota,Dark,100%,0%,81%,0%,118,12,2,-0.28
Q5T751,Eukaryota,Dark,100%,0%,81%,0%,118,12,6,-0.48
Q5T752,Eukaryota,Dark,100%,0%,98%,0%,114,13,6,-0.33
Q5T753,Eukaryota,Dark,100%,0%,98%,0%,118,13,6,-0.33
Q5T754,Eukaryota,Dark,100%,0%,34%,0%,118,13,2,-0.39
Q5TA79,Eukaryota,Dark,100%,0%,98%,0%,106,13,4,0.18
O14633,Eukaryota,Dark,100%,0%,98%,0%,110,13,12,-0.54
Q5TA81,Eukaryota,Dark,100%,0%,98%,0%,110,14,8,-0.34
Q5TA82,Eukaryota,Dark,100%,0%,98%,0%,110,13,14,-0.48
Q5TA76,Eukaryota,Dark,100%,0%,0%,0%,89,14,4,-0.77
Q5TA77,Eukaryota,Dark,100%,0%,98%,0%,95,14,16,-0.35
Q5T5A8,Eukaryota,Dark,100%,0%,23%,0%,94,14,20,-0.79
Q9BYE3,Eukaryota,Dark,100%,0%,0%,0%,92,14,14,-0.43
Q5T5B0,Eukaryota,Dark,100%,0%,0%,0%,92,14,12,-0.44
Q5TA78,Eukaryota,Dark,100%,0%,98%,0%,99,14,16,-0.43
Q5TCM9,Eukaryota,Dark,100%,0%,98%,0%,118,14,20,-0.28
A0A183,Eukaryota,Dark,100%,45%,0%,0%,80,1,0,2.45
A4D1U4,Eukaryota,Dark,100%,15%,3%,0%,455,54,6,11.39
P06239,Eukaryota,Non-dark,5%,5%,0%,0%,509,9983,46,10.55
Q6UWP7,Eukaryota,Non-dark,61%,1%,0%,20%,414,489,44,3.69
Q9UIC8,Eukaryota,Non-dark,0%,1%,0%,0%,334,279,40,4.26
Q6JVE6,Eukaryota,Non-dark,16%,2%,0%,0%,187,105,6,3.92
Q6JVE5,Eukaryota,Non-dark,12%,9%,0%,0%,192,223,6,3.7
Q6UWW0,Eukaryota,Non-dark,9%,6%,0%,0%,184,197,0,2.78
P31025,Eukaryota,Non-dark,10%,11%,0%,0%,176,122,24,2.79
P62502,Eukaryota,Non-dark,7%,0%,0%,0%,163,121,0,5.53
Q6JVE9,Eukaryota,Non-dark,10%,0%,0%,0%,175,90,4,4.31
Q8WX39,Eukaryota,Non-dark,15%,1%,0%,0%,176,106,8,2.45
Q6ZST4,Eukaryota,Non-dark,22%,2%,0%,0%,164,48,0,3.08
Q8N3X6,Eukaryota,Non-dark,89%,32%,4%,0%,602,63,2,5.9
Q96JN0,Eukaryota,Non-dark,84%,71%,0%,0%,433,54,24,5.77
Q13094,Eukaryota,Non-dark,51%,66%,2%,0%,533,393,86,8.49
Q6UWM7,Eukaryota,Non-dark,17%,1%,0%,4%,567,588,2,7.92
Q86U70,Eukaryota,Non-dark,89%,34%,0%,0%,411,117,32,8.7
O43679,Eukaryota,Non-dark,87%,35%,0%,0%,373,117,10,8.61
O75112,Eukaryota,Non-dark,62%,65%,0%,0%,727,1136,62,6.21
Q6ZMR3,Eukaryota,Non-dark,0%,1%,0%,0%,332,362,64,5.12
Q9BYZ2,Eukaryota,Non-dark,13%,1%,0%,0%,381,355,64,5.61
P00338,Eukaryota,Non-dark,0%,0%,0%,0%,332,363,70,5.16
P07195,Eukaryota,Non-dark,0%,1%,0%,0%,334,362,68,6.44
P07864,Eukaryota,Non-dark,1%,0%,0%,0%,332,360,70,5.61
Q86WU2,Eukaryota,Non-dark,9%,2%,0%,0%,507,1015,78,7.91
P01130,Eukaryota,Non-dark,7%,3%,0%,3%,860,1283,44,7.75
O95751,Eukaryota,Dark,100%,13%,10%,0%,146,90,0,2.79
Q6ICC9,Eukaryota,Dark,100%,53%,0%,0%,239,82,0,1.73
Q969E1,Eukaryota,Non-dark,48%,5%,0%,0%,77,8,4,0.66
O75829,Eukaryota,Non-dark,78%,17%,0%,6%,334,31,2,8.33
O14960,Eukaryota,Non-dark,21%,3%,0%,0%,151,23,36,2.38
Q9UJU2,Eukaryota,Non-dark,53%,77%,63%,0%,399,901,52,6.53
Q05315,Eukaryota,Non-dark,0%,0%,0%,0%,142,201,0,2.15
Q96DT0,Eukaryota,Non-dark,17%,2%,0%,0%,336,200,0,2.49
A8MUM7,Eukaryota,Non-dark,1%,0%,0%,0%,142,202,0,2.32
P09382,Eukaryota,Non-dark,0%,0%,0%,0%,135,208,28,2.77
P05162,Eukaryota,Non-dark,2%,11%,0%,0%,132,209,6,2.04
P17931,Eukaryota,Non-dark,42%,38%,0%,0%,250,214,38,2.62
P56470,Eukaryota,Non-dark,6%,11%,0%,0%,323,208,10,4.19
P47929,Eukaryota,Non-dark,0%,18%,0%,0%,136,215,34,2.32
O00214,Eukaryota,Non-dark,6%,2%,0%,0%,317,205,14,4.1
Q3B8N2,Eukaryota,Non-dark,20%,10%,0%,0%,356,207,0,4.72
Q6DKI2,Eukaryota,Non-dark,20%,10%,0%,0%,356,207,0,4.77
O00182,Eukaryota,Non-dark,18%,8%,0%,0%,355,206,4,5.3
Q3ZCW2,Eukaryota,Non-dark,17%,0%,0%,0%,172,206,0,1.69
Q6ZMV7,Eukaryota,Dark,100%,35%,1%,0%,388,15,0,9.17
Q5T871,Eukaryota,Dark,100%,10%,81%,0%,98,5,2,0.71
Q68G75,Eukaryota,Non-dark,72%,8%,0%,12%,181,40,0,2.75
Q8NC56,Eukaryota,Non-dark,71%,32%,2%,8%,503,64,0,7.93
Q9Y5L5,Eukaryota,Dark,100%,2%,0%,0%,61,2,0,1.01
Q96BZ8,Eukaryota,Dark,100%,95%,0%,0%,264,71,0,4.59
Q96PV6,Eukaryota,Non-dark,72%,57%,7%,0%,779,293,2,13.07
Q96B70,Eukaryota,Non-dark,66%,43%,0%,0%,501,170,0,7.07
Q8WVC0,Eukaryota,Non-dark,85%,86%,49%,0%,666,102,104,7.76
P48357,Eukaryota,Non-dark,25%,2%,0%,2%,1165,331,78,9.41
P41159,Eukaryota,Non-dark,13%,0%,0%,0%,167,20,50,2.2
O95214,Eukaryota,Dark,100%,0%,0%,64%,131,38,0,1.92
O95202,Eukaryota,Non-dark,74%,24%,1%,3%,739,167,10,10.05
Q2VYF4,Eukaryota,Non-dark,64%,24%,1%,4%,491,170,0,7.57
O43261,Eukaryota,Dark,100%,6%,0%,0%,78,1,12,1.52
Q6UYE1,Eukaryota,Dark,100%,47%,0%,0%,221,6,0,4.12
P16150,Eukaryota,Dark,100%,85%,0%,6%,400,6,24,3.66
A8MZ59,Eukaryota,Non-dark,75%,46%,0%,0%,168,931,6,4.21
P19256,Eukaryota,Non-dark,31%,2%,0%,9%,250,118,48,3.79
Q7Z429,Eukaryota,Non-dark,47%,39%,34%,40%,371,277,0,5.84
Q9BWQ8,Eukaryota,Non-dark,41%,16%,2%,47%,316,243,2,5.08
Q969X1,Eukaryota,Non-dark,40%,19%,0%,47%,311,262,0,4.12
Q9HC24,Eukaryota,Non-dark,21%,1%,0%,62%,238,261,4,2.69
Q8NES3,Eukaryota,Non-dark,36%,10%,0%,6%,379,193,38,6.83
O75610,Eukaryota,Non-dark,21%,5%,0%,0%,366,422,26,7.18
O00292,Eukaryota,Non-dark,21%,5%,0%,0%,366,422,28,7.21
Q08380,Eukaryota,Non-dark,37%,1%,0%,0%,585,2022,24,6.85
Q92604,Eukaryota,Non-dark,65%,2%,0%,11%,370,228,16,5.9
O95970,Eukaryota,Non-dark,67%,0%,0%,0%,557,1713,4,6.38
Q8N0V4,Eukaryota,Non-dark,66%,0%,0%,0%,545,1779,6,6.97
Q8N145,Eukaryota,Non-dark,66%,2%,0%,0%,548,1796,8,7.56
Q8N135,Eukaryota,Non-dark,51%,0%,0%,0%,537,1713,0,4.56
Q99538,Eukaryota,Non-dark,4%,7%,0%,0%,433,194,60,6.53
Q9BXB1,Eukaryota,Non-dark,17%,0%,0%,15%,951,6732,6,5.53
O75473,Eukaryota,Non-dark,11%,0%,0%,16%,907,6842,0,7.38
Q9HBX8,Eukaryota,Non-dark,22%,7%,0%,15%,967,6798,2,10.55
Q5TDP6,Eukaryota,Non-dark,17%,14%,0%,0%,509,312,0,3.71
Q04760,Eukaryota,Non-dark,0%,15%,0%,0%,184,612,42,2.71
Q9Y693,Eukaryota,Non-dark,16%,0%,0%,32%,200,70,0,3.82
Q86WI0,Eukaryota,Non-dark,24%,0%,0%,29%,220,72,0,3.43
Q6ZUX7,Eukaryota,Non-dark,28%,3%,0%,37%,228,72,0,4.38
Q86UP9,Eukaryota,Non-dark,34%,0%,0%,36%,236,70,0,5.25
Q7Z7J7,Eukaryota,Non-dark,36%,0%,0%,34%,247,70,0,5.78
Q9H008,Eukaryota,Non-dark,0%,4%,0%,0%,270,805,70,4.59
P48742,Eukaryota,Non-dark,53%,57%,0%,0%,406,4106,12,3.39
P50458,Eukaryota,Non-dark,48%,37%,2%,0%,406,4043,24,3.8
Q9UBR4,Eukaryota,Non-dark,45%,53%,0%,0%,397,3938,16,3.93
Q969G2,Eukaryota,Non-dark,48%,38%,0%,0%,390,3975,10,3.87
Q9H2C1,Eukaryota,Non-dark,52%,52%,0%,0%,402,4139,4,4.3
Q9UPM6,Eukaryota,Non-dark,46%,25%,0%,0%,363,4005,6,3.31
Q68G74,Eukaryota,Non-dark,40%,25%,0%,0%,356,4007,16,1.5
Q9NQ69,Eukaryota,Non-dark,48%,32%,0%,0%,397,4043,104,3.67
O43766,Eukaryota,Non-dark,41%,6%,0%,0%,372,311,12,4.61
P38571,Eukaryota,Non-dark,6%,1%,0%,0%,399,2254,86,4.8
P42702,Eukaryota,Non-dark,29%,17%,0%,2%,1097,1069,72,9.45
P15018,Eukaryota,Non-dark,11%,0%,0%,0%,202,8,60,4.16
Q96FE5,Eukaryota,Non-dark,22%,1%,0%,3%,620,4706,30,8.03
Q7L985,Eukaryota,Non-dark,20%,1%,0%,3%,606,4763,0,4.51
P0C6S8,Eukaryota,Non-dark,19%,6%,1%,4%,592,4888,2,7.77
Q6UY18,Eukaryota,Non-dark,19%,2%,0%,4%,593,4919,0,5.76
P0CW20,Eukaryota,Non-dark,15%,13%,0%,0%,117,58,0,1.55
Q9UHB6,Eukaryota,Non-dark,88%,83%,0%,0%,759,243,30,8.46
Q9UPQ0,Eukaryota,Non-dark,76%,71%,5%,0%,1083,292,0,13.26
Q9UGP4,Eukaryota,Non-dark,72%,52%,0%,0%,676,900,6,6.46
